Data object,Field name,Data type,Display name (en_US),Sample(s),Description,Alternative wording,Category,Business scenarios,Used as identifier (default csv schema)
GeoCorrelationIssue,expirationDate,DateTime,Expiration date,2023-06-28T14:30:36+0000,An optional date after which this event is considered to be expired. The date is usually taken from the externalEvent's actionEnd date.,date: time|timestamp,,,
GeoCorrelationIssue,externalEvent,ExternalEvent,External event,(see object),The identifier of the related external event that triggered the correlation.,,,,
GeoCorrelationIssue,externalEventLocationCoordinates,String,External event location coordinates,"22.543615, 113.942662","Geospatial coordinates of the event center (latitude, longitude).",location: parcel,,,
GeoCorrelationIssue,externalEventRadius,String,External event radius,20,The radius of an external event.,,,,
GeoCorrelationIssue,externalEventRadiusUnit,String,External event radius unit,km,The radius unit of an external event.,,,,
GeoCorrelationIssue,identificationDate,DateTime,Identification date,2023-06-28T14:30:36+0000,The date that the external event was idenfitied (ISO 8601).,date: time|timestamp,,,
GeoCorrelationIssue,isCurrentlyMeetingCorrelationCriteria,Boolean,Is currently meeting correlation criteria,FALSE,An indication of whether the business order's location is within radius of the external event.,,,,
GeoCorrelationIssue,startDate,DateTime,Start date,2023-06-28T14:30:36+0000,"An optional date. Before this date, the event might not be considered active. The date is typically taken from the external event's 'start' date field.",date: time|timestamp,,,
ComplianceRecord,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Supplier management,Supplier compliance management,   --------   
ComplianceRecord,supplier,Organization,Supplier,(see object),Reference to the supplier that is associated with the compliance record.,,,,required fields: supplier.organizationIdentifier
ComplianceRecord,recordIdentifier,String,Record identifier,UUID-123,Unique identifier that is associated with the compliance record.,identifier: id|number|code|num|no.,,,required fields: recordIdentifier
ComplianceRecord,complianceRecordType,String,Compliance record type,PCF,"A type of compliance record. For example, a certification or score.",,,,required fields: complianceRecordType
ComplianceRecord,recordProvider,Organization,Record provider,,Reference to organization that provided the compliance record.,,,,optional fields: recordProvider.organizationIdentifier (default = '')
ComplianceRecord,product,Product,Product,(see object),Reference to the product that is associated with the compliance record.,product: creation|prod,,,optional fields: product.partNumber (default = '')
ComplianceRecord,location,Location,Location,(see object),Reference to the location that is associated with the compliance record.,location: parcel,,,optional fields: location.locationIdentifier (default = '')
ComplianceRecord,complianceRecordSubtype,String,Compliance record subtype,,A subtype of compliance record.,,,,optional fields: complianceRecordSubtype (default = '')
ComplianceRecord,asset,Asset,Asset,(see object),Reference to the asset to which this record pertains.,asset: building|structure|property,,,optional fields: asset.assetIdentifier (default = '')
ComplianceRecord,additionalInfo,[TypedNameValue],Additional info,na,Additional notes that are provided for the compliance record.,,,,
ComplianceRecord,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ComplianceRecord,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ComplianceRecord,allocationGroup1,AllocationGroup,Allocation group1,,,,,,
ComplianceRecord,allocationGroup2,AllocationGroup,Allocation group2,,,,,,
ComplianceRecord,allocationGroup3,AllocationGroup,Allocation group3,,,,,,
ComplianceRecord,attachmentFilePaths,[String],Attachment file paths,,File attachment paths and filenames that are associated with this ComplianceRecord.,,,,
ComplianceRecord,calculatedEmissions,CalculatedEmissionsRecord,Calculated emissions,,,,,,
ComplianceRecord,calculatedNumValue,Float,Calculated num value,,,,,,
ComplianceRecord,calculatedStringValue,String,Calculated string value,,,,,,
ComplianceRecord,creationDate,DateTime,Creation date,2023-06-28T14:30:36+0000,The date that the compliance record was created.,date: time|timestamp,,,
ComplianceRecord,emissionsCalculations,EmissionsCalculations,Emissions calculations,,Emissions calculation details,,,,
ComplianceRecord,factor,Factor,Factor,(see object),Reference to the factor that is associated with the compliance record.,,,,
ComplianceRecord,methodQuality,Float,Method quality,,A numeric value that indicates the quality of the method used for this compliance record.,,,,
ComplianceRecord,score,Float,Score,100,The score that is associated with the compliance record.,,,,
ComplianceRecord,scoreCalculationMethod,String,Score calculation method,Industry factor,A method by which the compliance record score was calculated.,,,,
ComplianceRecord,scorePrimaryDataRatio,Float,Score primary data ratio,0.08,An amount of primary data that is relative to the amount of non-primary data.,,,,
ComplianceRecord,scoreVariance,Float,Score variance,1.2,The variability of the compliance record score.,,,,
ComplianceRecord,sourceType,String,Source type,FactorProvider,The type of source data that is used.,,,,
ComplianceRecord,sourceUrlLink,UrlLink,Source url link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
ComplianceRecord,status,String,Status,INCOMPLETE,The status of the compliance record.,,,,
ComplianceRecord,validFrom,DateTime,Valid from,2023-06-28T14:30:36+0000,The date and time that this record can be used from (ISO 8601).,,,,
ComplianceRecord,validTo,DateTime,Valid to,2023-06-28T14:30:36+0000,The date and time that this record can be used to (ISO 8601).,,,,
ComplianceRecord,verificationDate,DateTime,Verification date,2023-06-28T14:30:36+0000,The date and time that the verification status was set (ISO 8601).,date: time|timestamp,,,
ComplianceRecord,verificationStatus,String,Verification status,VERIFIED,The verification status of the compliance record.,,,,
ComplianceRecord,verifier,Organization,Verifier,(see object),Reference to the organization that verified the compliance record.,,,,
ComplianceRecord,version,Int,Version,,An optional version qualifier for this record.,,,,
SupplierComplianceRequirement,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Supplier management,Supplier compliance management,   --------   
SupplierComplianceRequirement,supplier,Organization,Supplier,(see object),Reference to the supplier organization that is required to prove compliance.,,,,required fields: supplier.organizationIdentifier
SupplierComplianceRequirement,complianceRecordType,String,Compliance record type,PCF,The type of compliance record needed to satisfy this.,,,,required fields: complianceRecordType
SupplierComplianceRequirement,product,Product,Product,(see object),Reference to the product that is associated with the supplier compliance record request.,product: creation|prod,,,optional fields: product.partNumber (default = '')
SupplierComplianceRequirement,location,Location,Location,(see object),Reference to the location that is associated with the supplier compliance record request.,location: parcel,,,optional fields: location.locationIdentifier (default = '')
SupplierComplianceRequirement,complianceRecordSubtype,String,Compliance record subtype,,The subtype of compliance record needed to satisfy this.,,,,optional fields: complianceRecordSubtype (default = '')
SupplierComplianceRequirement,asset,Asset,Asset,,Reference to the asset to which this supplier compliance requirement pertains.,asset: building|structure|property,,,optional fields: asset.assetIdentifier (default = '')
SupplierComplianceRequirement,activeComplianceRecord,ComplianceRecord,Active compliance record,(see object),Reference to the active compliance record that satisfies the requirement.,,,,
SupplierComplianceRequirement,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
SupplierComplianceRequirement,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
SupplierComplianceRequirement,calculatedNumValue,Float,Calculated num value,,,,,,
SupplierComplianceRequirement,calculatedStringValue,String,Calculated string value,,,,,,
SupplierComplianceRequirement,category,Catalog,Category,(see object),Reference to the category group used to define requirements.,,,,
SupplierComplianceRequirement,creationDate,DateTime,Creation date,2023-06-28T14:30:36+0000,The date that the request for compliance records was requested.,date: time|timestamp,,,
SupplierComplianceRequirement,effectiveDate,DateTime,Effective date,2023-06-28T14:30:36+0000,Authorized or approved start date when this requirement takes effect (ISO 8601).,date: time|timestamp,,,
SupplierComplianceRequirement,endDate,DateTime,End date,2023-06-28T14:30:36+0000,Authorized or approved end date when this requirement takes effect (ISO 8601).,date: time|timestamp,,,
SupplierComplianceRequirement,recordProvider,Organization,Record provider,,Reference to organization that needs to provide the compliance record.,,,,
SupplierComplianceRequirement,requestingOrganization,Organization,Requesting organization,,,organization: buyer|vendor|carrier|supplier|customer|org,,,
SupplierComplianceRequirement,responseDueDate,DateTime,Response due date,,The date that a response to this compliance request is due.,date: time|timestamp,,,
SupplierComplianceRequirement,status,String,Status,INCOMPLETE,The status of the supplier compliance requirement.,,,,
ParentActivity,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Tracking lots,Track and trace,   --------   
ParentActivity,activityIdentifier,String,Activity identifier,urn:uuid:always_fresh_event_trans41,Unique identifier of the transformation event.,identifier: id|number|code|num|no.,,,
ParentActivity,activityType,String,Activity type,TRANSFORM,The Type name of the event.,,,,
ParentActivity,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ParentActivity,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ParentActivity,calculatedNumValue,Float,Calculated num value,,,,,,
ParentActivity,calculatedStringValue,String,Calculated string value,,,,,,
ParentActivity,description,String,Description,This lot was used to create a salad,An optional field to define the description of the activity.,,,,
ParentActivity,name,String,Name,Create_Salad,An optional field to define the name of the activity.,,,,
ProductLot,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Tracking lots,Track and trace,   --------   
ProductLot,product,Product,Product,(see object),Reference to the product record for this product lot.,product: creation|prod,,,required fields: product.partNumber
ProductLot,lotCode,String,Lot code,lot_03182022,Lot or serial code.,,,,required fields: lotCode
ProductLot,additionalInfo,[NameValuePair],Additional info,,,,,,
ProductLot,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ProductLot,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ProductLot,calculatedNumValue,Float,Calculated num value,,,,,,
ProductLot,calculatedStringValue,String,Calculated string value,,,,,,
ProductLot,eventCount,Int,Event count,3,The number of entitled events that reference this product lot (EPC). The product lot is traceable back to all origins.,,,,
ProductLot,expirationDate,DateTime,Expiration date,2022-06-28T00:00:00+0000,The expiration date of the product lot (ISO 8601).,date: time|timestamp,,,
ProductLot,lotCodeAssigningOrganization,Organization,Lot code,(see object),Reference to the organization that originated the product lot. The reference is only populated for transformation or commission events.,organization: buyer|vendor|carrier|supplier|customer|org,,,
ProductLot,originLocation,Location,Origin location,(see object),Reference to the location where the product lot is created.,location: parcel,,,
ProductLot,originLocationReference,String,Origin location reference,94857639,A reference to the origin location that is associated with the product lot.,location: parcel,,,
ProductLot,productLotType,String,Type,"LOT, SERIAL","A type of product lot. This type is typically, LOT or SERIAL.",product: creation|prod,,,
ProductLot,productSupplier,ProductSupplier,Product supplier,(see object),Reference to the supplier that is associated with the product lot.,product: creation|prod,,,
ProductLot,qualifiedIdentifier,String,Qualified identifier,urn:epc:class:lgtin:0795321.023456.lot_03182022,An alternate source-system product-identifier.,identifier: id|number|code|num|no.,,,
ProductLot,quantity,Float,Quantity,12,The number of products or materials in the product lot.,quantity: qty,,,
ProductLot,quantityUnits,String,Quantity units,EA,A unit of measurement from the source system.,quantity: qty,,,
ProductLot,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
ProductLot,status,String,Status,Active,The status of the product lot.,,,,
ProductLot,supplier,Organization,Direct,(see object),Reference to the supplier that is associated with the product lot.,,,,
ProductLot,traceabilityStatus,String,Traceability status,"TRACEABLE, NOT_TRACEABLE, NOT_TRACEABLE_INGREDIENTS.",An indication that the product lot is traceable back to all origins,,,,
ProductLot,traceabilityStatusDetails,String,Traceability status details,xyz,"The details about the traceability status. For product lots that are created via Transformations, this field contains an array of the transitive set of ingredients that went into making this product lot.",,,,
ProductLot,value,Float,Value,100,The value of the entire product lot.,,,,
ProductLot,valueCurrency,String,Value currency,USD,Currency designation in ISO 4217 format.,,,,
ProductLotActivity,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,   --------   ,Tracking lots,Track and trace,   --------   
ProductLotActivity,productLot,ProductLot,Product lot,(see object),Reference to the product in the product lot activity.,product: creation|prod,,,required fields: productLot.product.partNumber
ProductLotActivity,lotCode,String,Lot code,123456789,Deprecated: This has been deprecated in favor of ProductLotActivity.ProductLot.lotCode.,,,,required fields: lotCode
ProductLotActivity,activityType,String,Activity type,"CREATED, CONSUMED, SHIPPED, RECEIVED, COOLED, PACKED, PRODUCTION, LATEST, EARLIEST, DESTRUCTION",The type of the activity.,,,,required fields: activityType
ProductLotActivity,eventIdentifier,String,Event identifier,489df094-fc77-4d1e-86ab-77ee819f7c7e-0,Unique identifier of the event.,identifier: id|number|code|num|no.,,,optional fields: eventIdentifier (default = '')
ProductLotActivity,activitySubType,String,Activity sub type,Transform,The biz step that is associated with the product lot activity.,,,,
ProductLotActivity,activityTimestamp,DateTime,Activity timestamp,2022-03-18T16:33:00.000Z,The date and time of event (ISO 8601).,timestamp: date|time,,,
ProductLotActivity,additionalInfo,[NameValuePair],Additional info,,Additional information that is provided about the product lot activity.,,,,
ProductLotActivity,additionalSortableNumValues,[UniqueNameNumberPair],Additional sortable num values,,,,,,
ProductLotActivity,additionalSortableStringValues,[UniqueNameStringPair],Additional sortable string values,,,,,,
ProductLotActivity,calculatedNumValue,Float,Calculated num value,,,,,,
ProductLotActivity,calculatedStringValue,String,Calculated string value,,,,,,
ProductLotActivity,carrier,Organization,Carrier,(see object),Reference to the carrier that is associated with the product lot activity.,,,,
ProductLotActivity,destinationLocation,Location,Destination location,(see object),Reference to the location that recieves the product for events that involve shipping.,location: parcel,,,
ProductLotActivity,entryNumber,String,Entry number,12345,An alphanumeric filer code that is assigned for events that involve shipping.,number: num|no.,,,
ProductLotActivity,location,Location,Location,(see object),"Reference to the location that is associated with the product lot activity. The location is where the event occured, excluding activity types of: LAST_EVENT, LAST_SHIPPED_FROM,LAST_RECEIVED_AT (which are referred to as, biz, source or destination location).",location: parcel,,,
ProductLotActivity,organization,Organization,Organization,(see object),"Reference to the organization that is associated with the product lot activity. The organization is whomever uploaded the event, excluding activity types of: LAST_EVENT, LAST_SHIPPED_FROM,LAST_RECEIVED_AT (which are referred to as, biz, source or destination location).",organization: buyer|vendor|carrier|supplier|customer|org,,,
ProductLotActivity,parentActivity,ParentActivity,Parent activity,(see object),"Reference to the parent activity object, which helps to link together transformation inputs and outputs. This reference is useful to reference inputs and outputs of a transformation event.",,,,
ProductLotActivity,parentActivityIdentifier,String,Parent activity identifier,489df094-fc77-4d1e-86ab-77ee819f7c7e-0,"An ID that corresponds to a parent activity, such as, a transformation that impacts multiple ProductLotActivity objects.",identifier: id|number|code|num|no.,,,
ProductLotActivity,quantity,Float,Quantity,12,An attribute to reference objects.,quantity: qty,,,
ProductLotActivity,quantityUnits,String,Quantity units,EA,A unit of measurement from the source system.,quantity: qty,,,
ProductLotActivity,sourceLink,String,Source link,http://source-system.com/home.html,A direct link to the source of the data if available.,,,,
ProductLotActivity,sourceLocation,Location,Source location,(see object),Reference to the location that sends the product for events that involve shipping.,location: parcel,,,
ProductLotActivity,status,String,Status,Active,"An underlying BTS/EPCIS event type, for example, commission or transformation.",,,,
ProductLotActivity,subLocationIdentifier,String,Sub location identifier,12345,Unique identifier for the sublocation.,location: parcel; identifier: id|number|code|num|no.,,,
